1:    0.928 0.072 1    
143:  0.683 0.317 1    
144:  0.838 0.162 1    
145:  0.740 0.260 1    
146:  0.356 0.644 1    
147:  0.740 0.260 1    
148:  0.124 0.876 1    
149:  0.508 0.492 1    
150:  0.380 0.620 1    
151:  0.679 0.321 1    
152:  0.563 0.437 1    
153:  0.291 0.709 1    
154:  0.411 0.589 1    
155:  0.192 0.808 1    
156:  0.295 0.705 1    
157:  0.662 0.338 1    
158:  0.806 0.194 1    
159:  0.716 0.284 1    
160:  0.599 0.401 1    
161:  0.408 0.592 1    
162:  0.385 0.615 1    
163:  0.469 0.531 1    
164:  0.264 0.736 1    
165:  0.670 0.330 1    
166:  0.442 0.558 1    
167:  0.668 0.332 1    
168:  0.612 0.388 1    
169:  0.570 0.430 1    
170:  0.708 0.292 1    
171:  0.273 0.727 1    
172:  0.325 0.675 1    
173:  0.768 0.232 1    
174:  0.114 0.886 1    
175:  0.583 0.417 1    
176:  0.877 0.123 1    
177:  0.652 0.348 1    
178:  0.322 0.678 1    
179:  0.604 0.396 1    
180:  0.167 0.833 1    
181:  0.691 0.309 1    
182:  0.714 0.286 1    
183:  0.391 0.609 1    
184:  0.302 0.698 1    
185:  0.237 0.763 1    
186:  0.838 0.162 1    
187:  0.213 0.787 1    
188:  0.136 0.864 1    
189:  0.481 0.519 1    
190:  0.697 0.303 1    
191:  0.608 0.392 1    
192:  0.274 0.726 1    
193:  0.418 0.582 1    
194:  0.276 0.724 1    
195:  0.424 0.576 1    
196:  0.635 0.365 1    
197:  0.367 0.633 1    
198:  0.337 0.663 1    
199:  0.720 0.280 1    
200:  0.621 0.379 1    
201:  0.359 0.641 1    
202:  0.447 0.553 1    
203:  0.897 0.103 1    
204:  0.606 0.394 1    
205:  0.862 0.138 1    
206:  0.734 0.266 1    
207:  0.677 0.323 1    
208:  0.460 0.540 1    
209:  0.717 0.283 1    
210:  0.756 0.244 1    
211:  0.516 0.484 1    
212:  0.748 0.252 1    
213:  0.262 0.738 1    
214:  0.541 0.459 1    
215:  0.366 0.634 1    
216:  0.216 0.784 1    
217:  0.481 0.519 1    
218:  0.171 0.829 1    
219:  0.305 0.695 1    
220:  0.223 0.777 1    
221:  0.531 0.469 1    
222:  0.612 0.388 1    
223:  0.794 0.206 1    
224:  0.833 0.167 1    
225:  0.279 0.721 1    
226:  0.719 0.281 1    
227:  0.604 0.396 1    
228:  0.187 0.813 1    
229:  0.543 0.457 1    
230:  0.898 0.102 1    
231:  0.432 0.568 1    
232:  0.792 0.208 1    
233:  0.456 0.544 1    
234:  0.643 0.357 1    
235:  0.417 0.583 1    
236:  0.081 0.919 1    
237:  0.514 0.486 1    
238:  0.634 0.366 1    
239:  0.203 0.797 1    
240:  0.218 0.782 1    
241:  0.643 0.357 1    
242:  0.627 0.373 1    
243:  0.335 0.665 1    
244:  0.548 0.452 1    
245:  0.355 0.645 1    
246:  0.579 0.421 1    
247:  0.585 0.415 1    
248:  0.545 0.455 1    
249:  0.771 0.229 1    
250:  0.876 0.124 1    
251:  0.805 0.195 1    
252:  0.119 0.881 1    
253:  0.475 0.525 1    
254:  0.600 0.400 1    
255:  0.231 0.769 1    
256:  0.185 0.815 1    
257:  0.180 0.820 1    
258:  0.402 0.598 1    
259:  0.880 0.120 1    
260:  0.690 0.310 1    
261:  0.234 0.766 1    
262:  0.241 0.759 1    
263:  0.487 0.513 1    
264:  0.581 0.419 1    
265:  0.293 0.707 1    
266:  0.698 0.302 1    
267:  0.111 0.889 1    
268:  0.674 0.326 1    
269:  0.161 0.839 1    
270:  0.197 0.803 1    
271:  0.155 0.845 1    
272:  0.360 0.640 1    
273:  0.675 0.325 1    
274:  0.730 0.270 1    
275:  0.103 0.897 1    
276:  0.348 0.652 1    
277:  0.136 0.864 1    
278:  0.250 0.750 1    
279:  0.131 0.869 1    
280:  0.589 0.411 1    
281:  0.238 0.762 1    
282:  0.824 0.176 1    
283:  0.466 0.534 1    
284:  0.187 0.813 1    
285:  0.227 0.773 1    
286:  0.789 0.211 1    
287:  0.676 0.324 1    
288:  0.650 0.350 1    
289:  0.792 0.208 1    
290:  0.339 0.661 1    
291:  0.546 0.454 1    
292:  0.600 0.400 1    
293:  0.555 0.445 1    
294:  0.325 0.675 1    
295:  0.242 0.758 1    
296:  0.332 0.668 1    
297:  0.076 0.924 1    
298:  0.708 0.292 1    
299:  0.169 0.831 1    
300:  0.829 0.171 1    
301:  0.180 0.820 1    
302:  0.382 0.618 1    
303:  0.416 0.584 1    
304:  0.164 0.836 1    
305:  0.326 0.674 1    
306:  0.303 0.697 1    
307:  0.125 0.875 1    
308:  0.529 0.471 1    
309:  0.111 0.889 1    
310:  0.143 0.857 1    
311:  0.168 0.832 1    
312:  0.181 0.819 1    
313:  0.181 0.819 1    
314:  0.401 0.599 1    
315:  0.129 0.871 1    
316:  0.713 0.287 1    
317:  0.368 0.632 1    
318:  0.090 0.910 1    
319:  0.677 0.323 1    
320:  0.790 0.210 1    
321:  0.284 0.716 1    
322:  0.426 0.574 1    
323:  0.332 0.668 1    
324:  0.516 0.484 1    
325:  0.286 0.714 1    
326:  0.110 0.890 1    
327:  0.868 0.132 1    
328:  0.101 0.899 1    
329:  0.215 0.785 1    
330:  0.807 0.193 1    
331:  0.441 0.559 1    
332:  0.321 0.679 1    
333:  0.363 0.637 1    
334:  0.639 0.361 1    
335:  0.923 0.077 1    
336:  0.647 0.353 1    
337:  0.427 0.573 1    
338:  0.117 0.883 1    
339:  0.309 0.691 1    
340:  0.158 0.842 1    
341:  0.418 0.582 1    
342:  0.665 0.335 1    
343:  0.857 0.143 1    
344:  0.171 0.829 1    
345:  0.829 0.171 1    
346:  0.183 0.817 1    
347:  0.761 0.239 1    
348:  0.293 0.707 1    
349:  0.333 0.667 1    
350:  0.371 0.629 1    
351:  0.235 0.765 1    
352:  0.878 0.122 1    
353:  0.877 0.123 1    
354:  0.244 0.756 1    
355:  0.273 0.727 1    
356:  0.359 0.641 1    
357:  0.253 0.747 1    
358:  0.331 0.669 1    
359:  0.245 0.755 1    
360:  0.350 0.650 1    
361:  0.777 0.223 1    
362:  0.219 0.781 1    
363:  0.218 0.782 1    
364:  0.664 0.336 1    
365:  0.184 0.816 1    
366:  0.457 0.543 1    
367:  0.270 0.730 1    
368:  0.359 0.641 1    
369:  0.873 0.127 1    
370:  0.403 0.597 1    
371:  0.265 0.735 1    
372:  0.386 0.614 1    
373:  0.627 0.373 1    
374:  0.468 0.532 1    
375:  0.126 0.874 1    
376:  0.531 0.469 1    
377:  0.314 0.686 1    
378:  0.302 0.698 1    
379:  0.295 0.705 1    
380:  0.565 0.435 1    
381:  0.672 0.328 1    
382:  0.720 0.280 1    
383:  0.169 0.831 1    
384:  0.753 0.247 1    
385:  0.107 0.893 1    
386:  0.757 0.243 1    
387:  0.338 0.662 1    
388:  0.819 0.181 1    
389:  0.593 0.407 1    
390:  0.322 0.678 1    
391:  0.340 0.660 1    
392:  0.546 0.454 1    
393:  0.261 0.739 1    
394:  0.509 0.491 1    
395:  0.154 0.846 1    
396:  0.365 0.635 1    
397:  0.408 0.592 1    
398:  0.939 0.061 1    
399:  0.111 0.889 1    
400:  0.272 0.728 1    
401:  0.301 0.699 1    
402:  0.710 0.290 1    
403:  0.535 0.465 1    
404:  0.280 0.720 1    
405:  0.528 0.472 1    
406:  0.082 0.918 1    
407:  0.066 0.934 1    
408:  0.724 0.276 1    
409:  0.851 0.149 1    
410:  0.688 0.312 1    
411:  0.191 0.809 1    
412:  0.496 0.504 1    
413:  0.127 0.873 1    
414:  0.169 0.831 1    
415:  0.486 0.514 1    
416:  0.284 0.716 1    
417:  0.649 0.351 1    
418:  0.624 0.376 1    
419:  0.542 0.458 1    
420:  0.235 0.765 1    
421:  0.293 0.707 1    
422:  0.898 0.102 1    
423:  0.516 0.484 1    
424:  0.305 0.695 1    
425:  0.142 0.858 1    
426:  0.370 0.630 1    
427:  0.602 0.398 1    
428:  0.173 0.827 1    
429:  0.130 0.870 1    
430:  0.766 0.234 1    
431:  0.741 0.259 1    
432:  0.314 0.686 1    
433:  0.881 0.119 1    
434:  0.081 0.919 1    
435:  0.428 0.572 1    
436:  0.369 0.631 1    
437:  0.490 0.510 1    
438:  0.415 0.585 1    
439:  0.522 0.478 1    
440:  0.210 0.790 1    
441:  0.612 0.388 1    
442:  0.845 0.155 1    
443:  0.518 0.482 1    
444:  0.342 0.658 1    
445:  0.311 0.689 1    
446:  0.484 0.516 1    
447:  0.748 0.252 1    
448:  0.586 0.414 1    
449:  0.608 0.392 1    
450:  0.857 0.143 1    
451:  0.427 0.573 1    
452:  0.778 0.222 1    
453:  0.199 0.801 1    
454:  0.119 0.881 1    
455:  0.901 0.099 1    
456:  0.268 0.732 1    
457:  0.664 0.336 1    
458:  0.756 0.244 1    
459:  0.726 0.274 1    
460:  0.453 0.547 1    
461:  0.359 0.641 1    
462:  0.410 0.590 1    
463:  0.913 0.087 1    
464:  0.321 0.679 1    
465:  0.468 0.532 1    
466:  0.136 0.864 1    
467:  0.635 0.365 1    
468:  0.633 0.367 1    
469:  0.361 0.639 1    
470:  0.587 0.413 1    
471:  0.610 0.390 1    
472:  0.763 0.237 1    
473:  0.495 0.505 1    
474:  0.558 0.442 1    
475:  0.586 0.414 1    
476:  0.353 0.647 1    
477:  0.210 0.790 1    
478:  0.211 0.789 1    
479:  0.565 0.435 1    
480:  0.426 0.574 1    
481:  0.489 0.511 1    
482:  0.707 0.293 1    
483:  0.931 0.069 1    
484:  0.374 0.626 1    
485:  0.437 0.563 1    
486:  0.711 0.289 1    
487:  0.860 0.140 1    
488:  0.389 0.611 1    
489:  0.336 0.664 1    
490:  0.778 0.222 1    
491:  0.749 0.251 1    
492:  0.685 0.315 1    
493:  0.149 0.851 1    
494:  0.047 0.953 1    
495:  0.550 0.450 1    
496:  0.390 0.610 1    
497:  0.315 0.685 1    
498:  0.398 0.602 1    
499:  0.329 0.671 1    
500:  0.158 0.842 1    
501:  0.237 0.763 1    
502:  0.559 0.441 1    
503:  0.620 0.380 1    
504:  0.299 0.701 1    
505:  0.718 0.282 1    
506:  0.398 0.602 1    
507:  0.885 0.115 1    
508:  0.705 0.295 1    
509:  0.412 0.588 1    
510:  0.901 0.099 1    
511:  0.952 0.048 1    
512:  0.176 0.824 1    
513:  0.622 0.378 1    
514:  0.092 0.908 1    
515:  0.442 0.558 1    
516:  0.915 0.085 1    
517:  0.373 0.627 1    
518:  0.684 0.316 1    
519:  0.276 0.724 1    
520:  0.106 0.894 1    
521:  0.184 0.816 1    
522:  0.119 0.881 1    
523:  0.583 0.417 1    
524:  0.345 0.655 1    
525:  0.491 0.509 1    
526:  0.384 0.616 1    
527:  0.562 0.438 1    
528:  0.829 0.171 1    
529:  0.132 0.868 1    
530:  0.529 0.471 1    
531:  0.160 0.840 1    
532:  0.367 0.633 1    
533:  0.160 0.840 1    
534:  0.481 0.519 1    
535:  0.756 0.244 1    
536:  0.201 0.799 1    
537:  0.736 0.264 1    
538:  0.452 0.548 1    
539:  0.405 0.595 1    
540:  0.441 0.559 1    
541:  0.162 0.838 1    
542:  0.305 0.695 1    
543:  0.121 0.879 1    
544:  0.699 0.301 1    
545:  0.756 0.244 1    
546:  0.822 0.178 1    
547:  0.774 0.226 1    
548:  0.596 0.404 1    
549:  0.453 0.547 1    
550:  0.433 0.567 1    
551:  0.230 0.770 1    
552:  0.548 0.452 1    
553:  0.532 0.468 1    
554:  0.626 0.374 1    
555:  0.448 0.552 1    
556:  0.178 0.822 1    
557:  0.230 0.770 1    
558:  0.414 0.586 1    
559:  0.804 0.196 1    
560:  0.390 0.610 1    
561:  0.526 0.474 1    
562:  0.168 0.832 1    
563:  0.372 0.628 1    
564:  0.431 0.569 1    
565:  0.549 0.451 1    
566:  0.569 0.431 1    
567:  0.331 0.669 1    
568:  0.474 0.526 1    
569:  0.470 0.530 1    
570:  0.264 0.736 1    
571:  0.647 0.353 1    
572:  0.344 0.656 1    
573:  0.646 0.354 1    
574:  0.479 0.521 1    
575:  0.374 0.626 1    
576:  0.389 0.611 1    
577:  0.619 0.381 1    
578:  0.800 0.200 1    
579:  0.713 0.287 1    
580:  0.237 0.763 1    
581:  0.229 0.771 1    
582:  0.376 0.624 1    
583:  0.241 0.759 1    
584:  0.348 0.652 1    
585:  0.780 0.220 1    
586:  0.147 0.853 1    
587:  0.710 0.290 1    
588:  0.164 0.836 1    
589:  0.381 0.619 1    
590:  0.233 0.767 1    
591:  0.688 0.312 1    
592:  0.578 0.422 1    
593:  0.367 0.633 1    
594:  0.167 0.833 1    
595:  0.143 0.857 1    
596:  0.521 0.479 1    
597:  0.369 0.631 1    
598:  0.432 0.568 1    
599:  0.340 0.660 1    
600:  0.254 0.746 1    
601:  0.424 0.576 1    
602:  0.526 0.474 1    
603:  0.608 0.392 1    
604:  0.262 0.738 1    
605:  0.301 0.699 1    
606:  0.687 0.313 1    
607:  0.352 0.648 1    
608:  0.541 0.459 1    
609:  0.660 0.340 1    
610:  0.114 0.886 1    
611:  0.442 0.558 1    
612:  0.563 0.437 1    
613:  0.501 0.499 1    
614:  0.617 0.383 1    
615:  0.214 0.786 1    
616:  0.354 0.646 1    
617:  0.463 0.537 1    
618:  0.424 0.576 1    
619:  0.617 0.383 1    
620:  0.241 0.759 1    
621:  0.555 0.445 1    
622:  0.247 0.753 1    
623:  0.110 0.890 1    
624:  0.270 0.730 1    
625:  0.757 0.243 1    
626:  0.387 0.613 1    
627:  0.689 0.311 1    
628:  0.609 0.391 1    
629:  0.421 0.579 1    
630:  0.470 0.530 1    
631:  0.806 0.194 1    
632:  0.497 0.503 1    
633:  0.216 0.784 1    
634:  0.449 0.551 1    
635:  0.387 0.613 1    
636:  0.618 0.382 1    
637:  0.415 0.585 1    
638:  0.850 0.150 1    
639:  0.398 0.602 1    
640:  0.711 0.289 1    
641:  0.823 0.177 1    
642:  0.597 0.403 1    
643:  0.125 0.875 1    
644:  0.529 0.471 1    
645:  0.838 0.162 1    
646:  0.167 0.833 1    
647:  0.403 0.597 1    
648:  0.800 0.200 1    
649:  0.449 0.551 1    
650:  0.779 0.221 1    
651:  0.665 0.335 1    
652:  0.566 0.434 1    
653:  0.647 0.353 1    
654:  0.528 0.472 1    
655:  0.605 0.395 1    
656:  0.159 0.841 1    
657:  0.420 0.580 1    
658:  0.406 0.594 1    
659:  0.795 0.205 1    
660:  0.633 0.367 1    
661:  0.319 0.681 1    
662:  0.607 0.393 1    
663:  0.584 0.416 1    
664:  0.391 0.609 1    
665:  0.419 0.581 1    
666:  0.353 0.647 1    
667:  0.575 0.425 1    
668:  0.253 0.747 1    
669:  0.683 0.317 1    
670:  0.611 0.389 1    
671:  0.764 0.236 1    
672:  0.497 0.503 1    
673:  0.347 0.653 1    
674:  0.344 0.656 1    
675:  0.126 0.874 1    
676:  0.374 0.626 1    
677:  0.391 0.609 1    
678:  0.364 0.636 1    
679:  0.721 0.279 1    
680:  0.418 0.582 1    
681:  0.233 0.767 1    
682:  0.859 0.141 1    
683:  0.404 0.596 1    
684:  0.293 0.707 1    
685:  0.512 0.488 1    
686:  0.489 0.511 1    
687:  0.621 0.379 1    
688:  0.181 0.819 1    
689:  0.321 0.679 1    
690:  0.564 0.436 1    
691:  0.267 0.733 1    
692:  0.220 0.780 1    
693:  0.419 0.581 1    
694:  0.798 0.202 1    
695:  0.246 0.754 1    
696:  0.569 0.431 1    
697:  0.483 0.517 1    
698:  0.418 0.582 1    
699:  0.685 0.315 1    
700:  0.596 0.404 1    
701:  0.567 0.433 1    
702:  0.590 0.410 1    
703:  0.162 0.838 1    
704:  0.640 0.360 1    
705:  0.555 0.445 1    
706:  0.866 0.134 1    
707:  0.335 0.665 1    
708:  0.531 0.469 1    
709:  0.395 0.605 1    
710:  0.455 0.545 1    
711:  0.324 0.676 1    
712:  0.347 0.653 1    
713:  0.446 0.554 1    
           
           
1:    0.900 0.100 1    
2:    0.853 0.147 1    
3:    0.692 0.308 1    
4:    0.778 0.222 1    
5:    0.838 0.162 1    
6:    0.888 0.112 1    
7:    0.535 0.465 1    
8:    0.792 0.208 1    
9:    0.874 0.126 1    
10:   0.223 0.777 1    
11:   0.845 0.155 1    
12:   0.716 0.284 1    
13:   0.221 0.779 1    
14:   0.786 0.214 1    
15:   0.196 0.804 1    
16:   0.425 0.575 1    
17:   0.854 0.146 1    
18:   0.178 0.822 1    
19:   0.281 0.719 1    
20:   0.365 0.635 1    
21:   0.315 0.685 1    
22:   0.501 0.499 1    
23:   0.441 0.559 1    
24:   0.392 0.608 1    
25:   0.239 0.761 1    
26:   0.149 0.851 1    
27:   0.890 0.110 1    
28:   0.504 0.496 1    
29:   0.516 0.484 1    
30:   0.417 0.583 1    
31:   0.333 0.667 1    
32:   0.490 0.510 1    
33:   0.860 0.140 1    
34:   0.360 0.640 1    
35:   0.502 0.498 1    
36:   0.349 0.651 1    
37:   0.211 0.789 1    
38:   0.829 0.171 1    
39:   0.859 0.141 1    
40:   0.313 0.687 1    
41:   0.241 0.759 1    
42:   0.777 0.223 1    
43:   0.397 0.603 1    
44:   0.248 0.752 1    
45:   0.934 0.066 1    
46:   0.917 0.083 1    
47:   0.721 0.279 1    
48:   0.430 0.570 1    
49:   0.946 0.054 1    
50:   0.647 0.353 1    
51:   0.951 0.049 1    
52:   0.891 0.109 1    
53:   0.829 0.171 1    
54:   0.968 0.032 1    
55:   0.790 0.210 1    
56:   0.584 0.416 1    
57:   0.313 0.687 1    
58:   0.650 0.350 1    
59:   0.550 0.450 1    
60:   0.848 0.152 1    
61:   0.532 0.468 1    
62:   0.612 0.388 1    
63:   0.502 0.498 1    
64:   0.688 0.312 1    
65:   0.959 0.041 1    
66:   0.314 0.686 1    
67:   0.151 0.849 1    
68:   0.744 0.256 1    
69:   0.214 0.786 1    
70:   0.524 0.476 1    
71:   0.881 0.119 1    
72:   0.721 0.279 1    
73:   0.628 0.372 1    
74:   0.942 0.058 1    
75:   0.849 0.151 1    
76:   0.956 0.044 1    
77:   0.883 0.117 1    
78:   0.697 0.303 1    
79:   0.484 0.516 1    
80:   0.883 0.117 1    
81:   0.390 0.610 1    
82:   0.911 0.089 1    
83:   0.793 0.207 1    
84:   0.923 0.077 1    
85:   0.894 0.106 1    
86:   0.697 0.303 1    
87:   0.953 0.047 1    
88:   0.832 0.168 1    
89:   0.929 0.071 1    
90:   0.281 0.719 1    
91:   0.777 0.223 1    
92:   0.954 0.046 1    
93:   0.689 0.311 1    
94:   0.803 0.197 1    
95:   0.895 0.105 1    
96:   0.212 0.788 1    
97:   0.357 0.643 1    
98:   0.920 0.080 1    
99:   0.397 0.603 1    
100:  0.515 0.485 1    
101:  0.708 0.292 1    
102:  0.337 0.663 1    
103:  0.187 0.813 1    
104:  0.801 0.199 1    
105:  0.509 0.491 1    
106:  0.136 0.864 1    
107:  0.804 0.196 1    
108:  0.629 0.371 1    
109:  0.869 0.131 1    
110:  0.749 0.251 1    
111:  0.867 0.133 1    
112:  0.649 0.351 1    
113:  0.690 0.310 1    
114:  0.664 0.336 1    
115:  0.649 0.351 1    
116:  0.761 0.239 1    
117:  0.593 0.407 1    
118:  0.459 0.541 1    
119:  0.631 0.369 1    
120:  0.892 0.108 1    
121:  0.254 0.746 1    
122:  0.448 0.552 1    
123:  0.709 0.291 1    
124:  0.255 0.745 1    
125:  0.528 0.472 1    
126:  0.268 0.732 1    
127:  0.620 0.380 1    
128:  0.580 0.420 1    
129:  0.753 0.247 1    
130:  0.456 0.544 1    
131:  0.852 0.148 1    
132:  0.726 0.274 1    
133:  0.353 0.647 1    
134:  0.770 0.230 1    
135:  0.230 0.770 1    
136:  0.485 0.515 1    
137:  0.766 0.234 1    
138:  0.790 0.210 1    
139:  0.785 0.215 1    
140:  0.508 0.492 1    
141:  0.580 0.420 1    
142:  0.931 0.069 1    
143:  0.380 0.620 1    
144:  0.900 0.100 1    
145:  0.471 0.529 1    
146:  0.608 0.392 1    
147:  0.780 0.220 1    
148:  0.315 0.685 1    
149:  0.713 0.287 1    
150:  0.698 0.302 1    
151:  0.503 0.497 1    
152:  0.703 0.297 1    
153:  0.509 0.491 1    
154:  0.141 0.859 1    
155:  0.405 0.595 1    
156:  0.302 0.698 1    
157:  0.724 0.276 1    
158:  0.756 0.244 1    
159:  0.488 0.512 1    
160:  0.202 0.798 1    
161:  0.489 0.511 1    
162:  0.584 0.416 1    
163:  0.174 0.826 1    
164:  0.393 0.607 1    
165:  0.330 0.670 1    
166:  0.271 0.729 1    
167:  0.824 0.176 1    
168:  0.451 0.549 1    
169:  0.358 0.642 1    
170:  0.482 0.518 1    
171:  0.499 0.501 1    
172:  0.573 0.427 1    
173:  0.786 0.214 1    
174:  0.157 0.843 1    
175:  0.249 0.751 1    
176:  0.875 0.125 1    
177:  0.455 0.545 1    
178:  0.559 0.441 1    
179:  0.612 0.388 1    
180:  0.262 0.738 1    
181:  0.511 0.489 1    
182:  0.868 0.132 1    
183:  0.200 0.800 1    
184:  0.396 0.604 1    
185:  0.209 0.791 1    
186:  0.821 0.179 1    
187:  0.276 0.724 1    
188:  0.183 0.817 1    
189:  0.161 0.839 1    
190:  0.821 0.179 1    
191:  0.724 0.276 1    
192:  0.666 0.334 1    
193:  0.744 0.256 1    
194:  0.188 0.812 1    
195:  0.496 0.504 1    
196:  0.638 0.362 1    
197:  0.728 0.272 1    
198:  0.553 0.447 1    
199:  0.753 0.247 1    
200:  0.817 0.183 1    
201:  0.672 0.328 1    
202:  0.731 0.269 1    
203:  0.912 0.088 1    
204:  0.456 0.544 1    
205:  0.850 0.150 1    
206:  0.699 0.301 1    
207:  0.646 0.354 1    
208:  0.507 0.493 1    
209:  0.737 0.263 1    
210:  0.884 0.116 1    
211:  0.801 0.199 1    
212:  0.821 0.179 1    
213:  0.505 0.495 1    
214:  0.627 0.373 1    
215:  0.418 0.582 1    
216:  0.312 0.688 1    
217:  0.405 0.595 1    
218:  0.306 0.694 1    
219:  0.443 0.557 1    
220:  0.202 0.798 1    
221:  0.814 0.186 1    
222:  0.646 0.354 1    
223:  0.689 0.311 1    
224:  0.777 0.223 1    
225:  0.637 0.363 1    
226:  0.847 0.153 1    
227:  0.545 0.455 1    
228:  0.190 0.810 1    
229:  0.200 0.800 1    
230:  0.851 0.149 1    
231:  0.305 0.695 1    
232:  0.783 0.217 1    
233:  0.794 0.206 1    
234:  0.557 0.443 1    
235:  0.475 0.525 1    
236:  0.389 0.611 1    
237:  0.475 0.525 1    
238:  0.260 0.740 1    
239:  0.305 0.695 1    
240:  0.588 0.412 1    
241:  0.800 0.200 1    
242:  0.632 0.368 1    
243:  0.308 0.692 1    
244:  0.206 0.794 1    
245:  0.405 0.595 1    
246:  0.153 0.847 1    
247:  0.439 0.561 1    
248:  0.433 0.567 1    
249:  0.542 0.458 1    
250:  0.879 0.121 1    
251:  0.763 0.237 1    
252:  0.140 0.860 1    
253:  0.557 0.443 1    
254:  0.731 0.269 1    
255:  0.141 0.859 1    
256:  0.202 0.798 1    
257:  0.198 0.802 1    
258:  0.260 0.740 1    
259:  0.848 0.152 1    
260:  0.549 0.451 1    
261:  0.412 0.588 1    
262:  0.181 0.819 1    
263:  0.569 0.431 1    
264:  0.677 0.323 1    
265:  0.410 0.590 1    
266:  0.491 0.509 1    
267:  0.347 0.653 1    
268:  0.831 0.169 1    
269:  0.111 0.889 1    
270:  0.210 0.790 1    
271:  0.099 0.901 1    
272:  0.501 0.499 1    
273:  0.691 0.309 1    
274:  0.755 0.245 1    
275:  0.179 0.821 1    
276:  0.472 0.528 1    
277:  0.149 0.851 1    
278:  0.276 0.724 1    
279:  0.305 0.695 1    
280:  0.691 0.309 1    
281:  0.148 0.852 1    
282:  0.872 0.128 1    
283:  0.405 0.595 1    
284:  0.160 0.840 1    
285:  0.264 0.736 1    
286:  0.687 0.313 1    
287:  0.550 0.450 1    
288:  0.697 0.303 1    
289:  0.688 0.312 1    
290:  0.427 0.573 1    
291:  0.243 0.757 1    
292:  0.257 0.743 1    
293:  0.333 0.667 1    
294:  0.484 0.516 1    
295:  0.113 0.887 1    
296:  0.355 0.645 1    
297:  0.108 0.892 1    
298:  0.335 0.665 1    
299:  0.414 0.586 1    
300:  0.884 0.116 1    
301:  0.135 0.865 1    
302:  0.514 0.486 1    
303:  0.366 0.634 1    
304:  0.482 0.518 1    
305:  0.533 0.467 1    
306:  0.231 0.769 1    
307:  0.128 0.872 1    
308:  0.482 0.518 1    
309:  0.113 0.887 1    
310:  0.082 0.918 1    
311:  0.302 0.698 1    
312:  0.174 0.826 1    
313:  0.095 0.905 1    
314:  0.328 0.672 1    
315:  0.112 0.888 1    
316:  0.416 0.584 1    
317:  0.183 0.817 1    
318:  0.346 0.654 1    
319:  0.805 0.195 1    
320:  0.608 0.392 1    
321:  0.190 0.810 1    
322:  0.231 0.769 1    
323:  0.296 0.704 1    
324:  0.351 0.649 1    
325:  0.139 0.861 1    
326:  0.389 0.611 1    
327:  0.904 0.096 1    
328:  0.137 0.863 1    
329:  0.329 0.671 1    
330:  0.819 0.181 1    
331:  0.224 0.776 1    
332:  0.256 0.744 1    
333:  0.745 0.255 1    
334:  0.351 0.649 1    
335:  0.926 0.074 1    
336:  0.674 0.326 1    
337:  0.205 0.795 1    
338:  0.138 0.862 1    
339:  0.219 0.781 1    
340:  0.146 0.854 1    
341:  0.260 0.740 1    
342:  0.849 0.151 1    
343:  0.854 0.146 1    
344:  0.173 0.827 1    
345:  0.710 0.290 1    
346:  0.411 0.589 1    
347:  0.825 0.175 1    
348:  0.515 0.485 1    
349:  0.373 0.627 1    
350:  0.680 0.320 1    
351:  0.227 0.773 1    
352:  0.698 0.302 1    
353:  0.927 0.073 1    
354:  0.305 0.695 1    
355:  0.495 0.505 1    
356:  0.277 0.723 1    
357:  0.110 0.890 1    
358:  0.193 0.807 1    
359:  0.190 0.810 1    
360:  0.338 0.662 1    
361:  0.639 0.361 1    
362:  0.248 0.752 1    
363:  0.102 0.898 1    
364:  0.427 0.573 1    
365:  0.167 0.833 1    
366:  0.751 0.249 1    
367:  0.169 0.831 1    
368:  0.296 0.704 1    
369:  0.869 0.131 1    
370:  0.435 0.565 1    
371:  0.182 0.818 1    
372:  0.189 0.811 1    
373:  0.466 0.534 1    
374:  0.304 0.696 1    
375:  0.300 0.700 1    
376:  0.778 0.222 1    
377:  0.465 0.535 1    
378:  0.261 0.739 1    
379:  0.310 0.690 1    
380:  0.545 0.455 1    
381:  0.689 0.311 1    
382:  0.540 0.460 1    
383:  0.220 0.780 1    
384:  0.866 0.134 1    
385:  0.076 0.924 1    
386:  0.689 0.311 1    
387:  0.243 0.757 1    
388:  0.845 0.155 1    
389:  0.554 0.446 1    
390:  0.246 0.754 1    
391:  0.253 0.747 1    
392:  0.628 0.372 1    
393:  0.360 0.640 1    
394:  0.469 0.531 1    
395:  0.136 0.864 1    
396:  0.314 0.686 1    
397:  0.787 0.213 1    
398:  0.938 0.062 1    
399:  0.102 0.898 1    
400:  0.178 0.822 1    
401:  0.264 0.736 1    
402:  0.434 0.566 1    
403:  0.486 0.514 1    
404:  0.270 0.730 1    
405:  0.388 0.612 1    
406:  0.284 0.716 1    
407:  0.341 0.659 1    
408:  0.480 0.520 1    
409:  0.837 0.163 1    
410:  0.449 0.551 1    
411:  0.113 0.887 1    
412:  0.315 0.685 1    
413:  0.233 0.767 1    
414:  0.161 0.839 1    
415:  0.320 0.680 1    
416:  0.279 0.721 1    
417:  0.647 0.353 1    
418:  0.473 0.527 1    
419:  0.316 0.684 1    
420:  0.329 0.671 1    
421:  0.689 0.311 1    
422:  0.925 0.075 1    
423:  0.295 0.705 1    
424:  0.668 0.332 1    
425:  0.145 0.855 1    
426:  0.686 0.314 1    
427:  0.214 0.786 1    
